Date of Offense,Time of Offense,Date Offense Reported,Report Year,Month,CCN,District,Block Location,Type of Hate Bias,Targeted Group ,Top Offense Type
1/8/2012,1500-1505,01/08/12,2012,1,12003845,3D,1600 B/O 17th St NW ,Sexual Orientation,,Threats
1/12/2012,1722,01/12/12,2012,1,12005834,1D,3rd St SW & K St SW,Sexual Orientation,,Robbery
1/13/2012,1255-1258,01/13/12,2012,1,12006285,4D,Park Rd NW & Sherman Ave NW,Race,Unspecified,Simple Assault
1/14/2012,0240-0250,01/14/12,2012,1,12006716,3D,1800 B/O 14th St NW,Sexual Orientation,,Simple Assault
1/14/2012,0431-0433,01/14/12,2012,1,12006742,3D,18th St NW & Florida Ave NW,Ethnicity/National Origin,Arab/Middle Eastern,Simple Assault
1/22/2012,0145,01/22/12,2012,1,12010626,7D,1300 B/O Alabama Ave SE,Sexual Orientation,,ADW
1/22/2012,1930,01/22/12,2012,1,12010912,1D,600 B/O H St NW,Race,Asian,Threats
2/6/2012,1900,02/06/12,2012,2,12018396,3D,1300 B/O Park Rd NW,Sexual Orientation,,Simple Assault
2/8/2012,1200-1230,02/09/12,2012,2,12019568,1D,400 B/O 3rd St SE,Race,Black,Threats
2/14/2012,0900-0915,02/14/12,2012,2,12021883,1D,1400 B/O Independence Ave SW,Ethnicity/National Origin,Unspecified,Simple Assault
2/21/2012,1010,02/21/12,2012,2,12025144,2D,1500 B/O M St NW,Ethnicity/National Origin,Asian,Threats
2/23/2012,0150-0153,02/23/12,2012,2,12026003,4D,700 B/O Upshur St NW,Sexual Orientation,,Robbery
3/11/2012,0636-0700,03/11/12,2012,3,12034069,3D,3100 B/O 14th St NW,Sexual Orientation,,ADW
3/12/2012,2135-2140,03/12/12,2012,3,12034811,3D,Irving St NW & Georgia Ave NW,Sexual Orientation,,Robbery
3/16/2012,2315,03/17/12,2012,3,12036881,6D,4000 B/O Minnesota Ave NE,Sexual Orientation,,Robbery
3/17/2012,2100-2115,03/19/12,2012,3,12038136,7D,3400 B/O 22nd St SE,Gender Identity/Expression,,Damage/Defacing/Destruction of Property
3/8/2012,1655-1730,03/20/12,2012,3,12038547,1D,1000 B/O Independence Ave SW,Sexual Orientation,,Threats
3/25/2012,0257-0258,03/25/12,2012,3,12040991,3D,2000 B/O 9th St NW,Sexual Orientation,,Simple Assault
3/27/2012,1400-1435,03/27/12,2012,3,12042017,7D,3000 B/O 9th St SE,Sexual Orientation,,Simple Assault
3/29/2012,0150,03/29/12,2012,3,12042817,2D,2800 B/O Pennsylvania Ave NW,Ethnicity/National Origin,Arab/Middle Eastern,Simple Assault
4/4/2012,1300,04/04/12,2012,4,12045820,6D,E St SE & Chaplin St SE,Sexual Orientation,,Simple Assault
8/23/2012,1200-1800,04/04/12,2012,4,12046039,6D,4200 B/O Gault Pl NE,Sexual Orientation,,Threats
4/13/2012,1833-1845,04/13/12,2012,4,12050382,7D,1900 B/O Mississippi Ave SE,Sexual Orientation,,Simple Assault
4/17/2012,0550-0559,04/17/12,2012,4,12052005,5D,3100 B/O Central Ave NE,Sexual Orientation,,Robbery
4/17/2012,2140,04/17/12,2012,4,12052410,4D,1500 B/O Ogden St NW,Gender Identity/Expression,,Threats
4/6/2012,0832-1241,04/18/12,2012,4,12052642,2D,1300 B/O Pennsylvania Ave NW,Race,Black,Threats
4/29/2012,0230,04/29/12,2012,4,12058115,2D,22nd St NW & P St NW,Race,Unspecified,Damage/Defacing/Destruction of Property
4/4/2012,0200,05/02/12,2012,5,12059617,3D,1800 B/O 14th St NW,Race,Black,Simple Assault
5/3/2012,2149-2248,05/04/12,2012,5,12060407,5D,1400 B/O Blk of V St NW,Sexual Orientation,,Threats
5/8/2012,0830,05/08/12,2012,5,12062696,4D,700 B/O Princeton Pl NW,Race,Black,Damage/Defacing/Destruction of Property
5/16/2012,0130,05/16/12,2012,5,12066780,1D,7th St NE & H St NE,Gender Identity/Expression,,Simple Assault
5/20/2012,1000,05/20/12,2012,5,12069176,2D,18th St NW & M St NW,Sexual Orientation,,Simple Assault
6/1/2012,0230,06/01/12,2012,6,12075322,3D,2000 B/O 9th St NW,Race,Unspecified,Simple Assault
6/5/2012,0312-0345,06/05/12,2012,6,12077382,1D,200 B/O K St NW,Race,Unspecified,Simple Assault
6/8/2012,0121-0130,06/08/12,2012,6,12079020,3D,900 B/O Q St NW,Sexual Orientation,,ADW
6/8/2012,0220-0223,06/08/12,2012,6,12079041,3D,1600 B/O R St NW,Sexual Orientation,,Simple Assault
6/13/2012,1937-1938,06/13/12,2012,6,12082150,1D,4th St NW & Pennsylvania Ave NW,Race,Unspecified,Threats
6/22/2012,0430,06/22/12,2012,6,12086552,4D,Irving St NW & Mount Pleasant St NW,Sexual Orientation,,Robbery
6/23/2012,2220-2225,06/23/12,2012,6,12087498,3D,1400 B/O 14th St NW,Sexual Orientation,,Simple Assault
6/26/2012,2040-2100,06/27/12,2012,6,12089021,1D,600 B/O T St NW,Sexual Orientation,,ADW
6/27/2012,1843-1845,06/27/12,2012,6,12089479,3D,2800 B/O Georgia Ave NW,Gender Identity/Expression,,ADW
6/29/2012,1430,06/29/12,2012,6,12090516,7D,2600 B/O Martin Luther King Jr Ave SE,Sexual Orientation,,Simple Assault
7/1/2012,0300-0330,07/01/12,2012,7,12091566,3D,600 B/O Florida Ave NW,Sexual Orientation,,Simple Assault
7/1/2012,2250,07/01/12,2012,7,12091731,3D,2200 B/O BLK of 18th St NW,Sexual Orientation,,Simple Assault
7/1/2012,1900-1903,07/01/12,2012,7,12092003,2D,New Hampshire Ave NW & S St NW,Ethnicity/National Origin,Asian,Simple Assault
6/30/2012,0837-0840,07/03/12,2012,7,12092554,6D,1900 B/O Minnesota Ave Ave SE,Gender Identity/Expression,,Simple Assault
7/8/2012,0930,07/08/12,2012,7,12095238,7D,2000 B/O 14th St SE,Sexual Orientation,,Damage/Defacing/Destruction of Property
7/17/2012,1330,07/17/12,2012,7,12101740,3D,14th St NW & Rhode Island Ave NW,Disability,,Simple Assault
8/4/2012,0400,08/04/12,2012,8,12109242,1D,7th St NW & K St NW,Sexual Orientation,,Robbery
8/6/2012,1500,08/06/12,2012,8,12110368,6D,E St SE & Benning Rd SE,Sexual Orientation,,Robbery
8/10/2012,0045,08/10/12,2012,8,12112229,Unk,1000 B/O 4th St NW,Gender Identity/Expression,,Simple Assault
8/11/2012,1746,08/11/12,2012,8,12113128,1D,700 B/O 6th St NW,Religion,Jewish,Threats
8/15/2012,1050,08/15/12,2012,8,12114937,1D,800 B/O G St NW,Political Affiliation,,ADW
8/18/2012,1341,08/18/12,2012,8,12116585,4D,1500 B/O Spring Pl NW,Sexual Orientation,,Threats
8/18/2012,1745,08/18/12,2012,8,12116716,5D,1100 B/O 1st St NE,Sexual Orientation,,Threats
8/19/2012,2130-2135,08/19/12,2012,8,12117324,6D,1800 B/O BLK of Minnesota Ave SE,Gender Identity/Expression,,ADW
8/23/2012,0241,08/23/12,2012,8,12118951,7D,3300 B/O blk Martin Luther King Jr Ave,Sexual Orientation,,Simple Assault
8/23/2012,1656,08/23/12,2012,8,12119254,3D,600 B/O blk of Rhode Island Ave NW,Sexual Orientation,,Simple Assault
8/25/2012,1957,08/25/12,2012,8,12120395,3D,2100 B/O 18th St NW,Religion,Jewish,Simple Assault
8/25/2012,2353,08/25/12,2012,8,12120516,7D,4700 B/O blk of South Capitol St SE,Sexual Orientation,,ADW
8/27/2012,1700,08/27/12,2012,8,12121218,1D,K St NW & North Capitol ST NW,Gender Identity/Expression,,Robbery
8/29/2012,0010-0031,08/29/12,2012,8,12121983,2D,1300 B/O blk of 23rd St NW,Sexual Orientation,,Robbery
8/31/2012,2353,08/31/12,2012,8,12123570,6D,1900 B/O blk of Minnesota Ave SE,Sexual Orientation,,Robbery
9/2/2012,1411,09/02/12,2012,9,12124273,3D,3100 B/O 14th St NW,Religion,Other/Unknown Religion,Robbery
9/11/2012,0207,09/11/12,2012,9,12128457,3D,2200 B/O 14th St NW,Sexual Orientation,,Simple Assault
9/18/2012,1802,09/18/12,2012,9,12132265,3D,900 B/O R St NW,Sexual Orientation,,ADW
10/5/2012,0800-1947,10/05/12,2012,10,12141095,4D,3500 B/O Warder St NW,Sexual Orientation,,Damage/Defacing/Destruction of Property
10/7/2012,0509,10/07/12,2012,10,12141860,3D,200 B/O W St NW,Sexual Orientation,,ADW
10/12/2012,1800-0820,10/12/12,2012,10,12146636,2D,1800 B/O M St NW,Religion,Jewish,Damage/Defacing/Destruction of Property
10/20/2012,2258,10/20/12,2012,10,12148536,6D,600 B/O Division Ave NE,Gender Identity/Expression,,Simple Assault
10/25/2012,1800-1151 ,10/26/12,2012,10,12151408,2D,1800 B/O K St NW,Religion,Jewish,Damage/Defacing/Destruction of Property
10/27/2012,0412,10/27/12,2012,10,12151904,4D,1400 B/O Meridian Pl ,Race,Unspecified,Robbery
10/30/2012,1230,10/30/12,2012,10,12153620,7D,2700 B/O Martin Luther King Jr Ave SE,Sexual Orientation,,Simple Assault
10/31/2012,2339,10/31/12,2012,10,12153835,3D,2800 B/O Georgia Ave NW,Sexual Orientation,,Threats
11/5/2012,1954,11/05/12,2012,11,12156229,5D,600 B/O Edgewood St NE,Sexual Orientation,,Simple Assault
11/19/2012,1452,11/19/12,2012,11,12162862,2D,1400 B/O K St NW,Race,Black,Simple Assault
11/23/2012,1000,11/23/12,2012,11,12164492,5D,Montello Ave NE & Oates St NE,Sexual Orientation,,Robbery
12/7/2012,1900,12/08/12,2012,12,12171834,3D,1900 B/O 4th ST NW,Race,Black,Damage/Defacing/Destruction of Property
12/12/2012,1746,12/12/12,2012,12,12173827,4D,1300 B/O Missouri Ave NW,Sexual Orientation,,Robbery
12/22/2012,0235,12/22/12,2012,12,12178573,4D,4200 B/O 3rd St NW,Sexual Orientation,,Simple Assault
1/2/2013,1324,01/02/13,2013,1,13000464,2D,3800 B/O Legation St NW,Religion,Jewish,Damage/Defacing/Destruction of Property
1/2/2013,1600-0915,01/03/13,2013,1,13000847,2D,5300 B/O Nebraska Ave NW,Religion,Jewish,Damage/Defacing/Destruction of Property
1/1/2013,0115-1100,01/03/13,2013,1,13000856,3D,14th St NW & U St NW,Gender Identity/Expression,,Threats
1/5/2013,1952,01/05/13,2013,1,13001980,6D,5000 B/O G St SE,Gender Identity/Expression,,ADW
1/12/2013,1500,01/12/13,2013,1,13005159,3D,3100 B/O 14th St NW,Sexual Orientation,,Simple Assault
1/13/2013,0214,01/13/13,2013,1,13005426,3D,1300 B/O U St NW,Sexual Orientation,,Simple Assault
1/13/2013,1808-1809,01/13/13,2013,1,13005668,5D,3rd St NW & Q St NW,Sexual Orientation,,Simple Assault
2/5/2013,2200,02/07/13,2013,2,13016960,4D,600 B/O Tewkesbury Pl NW,Religion,Jewish,Damage/Defacing/Destruction of Property
2/9/2013,1400-1405,02/09/13,2013,2,13017988,3D,800 B/O Mt Vernon Pl NW,Sexual Orientation,,Simple Assault
2/22/2013,1440-1448,02/22/13,2013,2,13024055,7D,3800 B/O South Capitol St SE,Gender Identity/Expression,,ADW
2/25/2013,1600-1605,02/25/13,2013,2,13025037,7D,3100 B/O Naylor Rd SE,Sexual Orientation,,Robbery
2/27/2013,0020-0022,02/27/13,2013,2,13025678,5D,2100 B/O Queens Chapel Rd NE,Race,White,Threats
3/3/2013,0159-0200,03/03/13,2013,3,13027781,3D,1400 B/O U St NW,Sexual Orientation,,Simple Assault
3/11/2013,2034,03/11/13,2013,3,13031810,3D,1700 B/O Columbia Rd NW,Sexual Orientation,,Threats
3/12/2013,1400,03/12/13,2013,3,13032136,6D,2800 B/O Texas Ave SE Apt B5,Sexual Orientation,,Threats
3/14/2013,2249-2250,03/14/13,2013,3,13033386,3D,1900 B/O 3rd St NW,Sexual Orientation,,Simple Assault
3/17/2013,2230,03/17/13,2013,3,13034899,2D,Connecticut Ave NW & Jefferson Pl NW,Ethnicity/National Origin,Arab/Middle Eastern,Threats
3/20/2013,1737,03/20/13,2013,3,13036237,1D,800 B/O blk of H St NE,Gender Identity/Expression,,Simple Assault
3/23/2013,0210-0215,03/23/13,2013,3,13037458,3D,9th St NW & U St NW,Sexual Orientation,,Simple Assault
4/6/2013,0124,04/06/13,2013,4,13044090,3D,1700 B/O Columbia Rd NW,Race,Asian,Simple Assault
4/10/2013,1044,04/10/13,2013,4,13046217,7D,Howard Rd SE & Martin Luther King Jr Ave SE,Sexual Orientation,,Simple Assault
4/10/2013,1904,04/10/13,2013,4,13046481,6D,4400 B/O Texas Ave SE,Ethnicity/National Origin,Latino/Hispanic,ADW
4/25/2013,5300,04/25/13,2013,4,13053916,3D,1300 B/O 14th St NW,Sexual Orientation,,Robbery
5/3/2013,1800,05/05/13,2013,5,13059479,3D,11th St NW & Rhode Island Ave NW,Sexual Orientation,,Damage/Defacing/Destruction of Property
5/11/2013,1701-1711,05/11/13,2013,5,13062765,1D,1300 B/O Potomac Ave SE,Race,White,Simple Assault
5/12/2013,1800-1900,05/14/13,2013,5,13064348,5D,1600 B/O Maryland Ave NE,Sexual Orientation,,Simple Assault
5/21/2013,0115-0118,05/21/13,2013,5,13067771,5D,500 B/O 17th St NE,Race,White,Simple Assault
6/1/2013,0215,06/01/13,2013,6,13073757,3D,1800 B/O New Hampshire Ave NW,Sexual Orientation,,Robbery
6/4/2013,1800,06/04/13,2013,6,13075701,6D,1300 B/O 49th St NE,Sexual Orientation,,Simple Assault
6/7/2013,1957,06/07/13,2013,6,13077377,6D,5200 B/O Cloud Pl NE,Race,White,Threats
6/11/2013,1250-1255,06/11/13,2013,6,13079198,7D,3400 B/O 4th St SE,Sexual Orientation,,Simple Assault
6/11/2013,1433-1440,06/11/13,2013,6,13079270,1D,Unit B/O Massachusetts Ave NW,Race,Black,Threats
6/13/2013,1825-1830,06/13/13,2013,6,13080496,7D,3800 B/O 1st St SE,Sexual Orientation,,Simple Assault
6/14/2013,2123-2124,06/14/13,2013,6,13081164,1D,500 B/O Massachusetts Ave NW,Sexual Orientation,,Simple Assault
6/15/2013,1248,06/15/13,2013,6,13081519,7D,16th St SE & Good Hope Rd SE,Sexual Orientation,,Simple Assault
6/20/2013,1841-1855,06/20/13,2013,6,13084477,5D,1500 B/O Tinidad Ave NE,Race,White,Threats
6/24/2013,2100,06/24/13,2013,6,13086807,3D,1800 B/O 14th St NW,Gender Identity/Expression,,Simple Assault
6/26/2013,0345-0355,06/26/13,2013,6,13087517,6D,400 B/O Eastern Ave NE,Gender Identity/Expression,,Robbery
6/27/2013,0535-0536,06/27/13,2013,6,13088119,6D,500 B/O Eastern Ave NE,Gender Identity/Expression,,ADW
7/3/2013,2030-2040,07/03/13,2013,7,13093081,7D,2300 B/O Good Hope Rd SE,Sexual Orientation,,ADW
7/9/2013,1345,07/09/13,2013,7,13095260,2D,1300 B/O H St NW,Race,Multiple,Threats
7/7/2013,1810-1200,07/08/13,2013,7,13095740,1D,400 B/O K St NW,Race,Black,Threats
7/11/2013,2155-2215,07/11/13,2013,7,13096591,3D,14th St NW & W St NW,Sexual Orientation,,ADW
7/12/2013,0000,07/12/13,2013,7,13096614,3D,7th ST NW & P St NW,Sexual Orientation,,Simple Assault
7/14/2013,0219,07/14/13,2013,7,13097871,3D,1300 B/O blk of U Stre NW,Race,White,Simple Assault
7/14/2013,0248,07/14/13,2013,7,13097888,3D,2300 B/O Champlain St NW,Race,Black,Simple Assault
7/21/2013,0418,07/21/13,2013,7,13101721,3D,2100 B/O blk of 18th St NW,Race,White,ADW
7/26/2013,2340-2349,07/26/13,2013,7,13104935,1D,600 B/O H St NW,Gender Identity/Expression,,Simple Assault
7/27/2013,0126,07/27/13,2013,7,13105009,3D,1700 B/O Euclid St NW,Race,White,Robbery
8/1/2013,2100-2105,08/02/13,2013,8,13108311,1D,1st ST NE & Pierce St NE,Sexual Orientation,,Damage/Defacing/Destruction of Property
8/4/2013,1100-1101,08/04/13,2013,8,13109824,4D,Georgia Ave NW & Upshur St NW,Gender Identity/Expression,,ADW
8/12/2013,0025-0030,08/12/13,2013,8,13113804,7D,2500 B/O Alabama Ave SE,Sexual Orientation,,Simple Assault
8/12/2013,2040-2042,08/12/13,2013,8,13114264,7D,1500 B/O Savannah St SE,Race,White,ADW
8/24/2013,0051,08/24/13,2013,8,13120264,3D,1400 B/O V St NW,Gender Identity/Expression,,ADW
9/3/2013,2133,09/03/13,2013,9,13125881,6D,4500 B/O Benning Rd SE,Ethnicity/National Origin,Asian,Simple Assault
9/8/2013,1555-1559,09/08/13,2013,9,13128491,1D,600 B/O H St NW,Race,Asian,Simple Assault
9/14/2013,0150,09/14/13,2013,9,13131421,5D,2000 B/O 2nd St NE,Sexual Orientation,,Simple Assault
9/17/2013,13-133719,09/17/13,2013,9,13133719,2D,2600 B/O Connecticut Ave NW,Religion,Jewish,Damage/Defacing/Destruction of Property
9/28/2013,13-139078,09/28/13,2013,9,13139078,6D,100 B/O 58th St SE,Sexual Orientation,,ADW
10/8/2013,2230-2238,10/08/13,2013,10,13145014,7D,2600 B/O Stanton Rd SE,Sexual Orientation,,Robbery
10/17/2013,1643,10/17/13,2013,10,13149438,6D,5300 B/O E St SE,Sexual Orientation,,Damage/Defacing/Destruction of Property
10/19/2013,0030,10/19/13,2013,10,13150239,3D,Harvard St NW & Sherman Ave NW,Sexual Orientation,,ADW
10/26/2013,0228,10/26/13,2013,10,13154097,3D,7th St NW & Mount Vernon Pl NW,Gender Identity/Expression,,Simple Assault
10/26/2013,1500,10/26/13,2013,10,13155414,1D,1100 B/O Pennsylvania Ave SE,Gender Identity/Expression,,Simple Assault
11/7/2013,1800-1045,11/08/13,2013,11,13161121,2D,1500 B/O K St NW,Religion,Jewish,Damage/Defacing/Destruction of Property
12/18/2013,1951,12/18/13,2013,12,13180758,3D,2100 B/O 16th St NW,Race,Black,Simple Assault
12/19/2013,0815-0820,12/19/13,2013,12,13180997,7D,400 B/O Xenia St SE,Race,Unspecified,ADW
12/30/2013,1231,12/30/13,2013,12,13186593,7D,100 B/O Wayne Pl SE,Sexual Orientation,,Simple Assault
1/3/2014,0242,01/01/14,2014,1,14001090,7D,2400 B/O Alabama Ave SE,Sexual Orientation,,Robbery
1/26/2014,0129-0140,01/26/14,2014,1,14012327,4D,5300 B/O RockCreek Church Rd NE,Sexual Orientation,,Simple Assault
2/3/2014,1525-1558,02/03/14,2014,2,14016376,1D,Unit B/O 7th St NE,Political Affiliation,,Threats
2/3/2014,0745-1600,02/03/14,2014,2,14016428,3D,1700 B/O 1st St NW,Race,Black,Damage/Defacing/Destruction of Property
2/4/2014,0900-1200,02/04/14,2014,2,14017169,2D,3600 B/O Calvert St NW,Sexual Orientation,,Damage/Defacing/Destruction of Property
2/7/2014,0650-0653,02/07/14,2014,2,14018072,1D,400 B/O 2nd St NW,Gender Identity/Expression,,Simple Assault
2/12/2014,1000-1005,02/12/14,2014,2,14020570,2D,1100 B/O Connecticut Ave NW,Sexual Orientation,,Simple Assault
2/18/2014,2135-2140,02/18/14,2014,2,14023245,3D,Unit B/O Channing St NW,Sexual Orientation,,Threats
2/20/2014,2233,02/20/14,2014,2,14024251,2D,1300 B/O Connecticut Ave NW,Religion,Muslim,Damage/Defacing/Destruction of Property
2/21/2014,0150-0154,02/21/14,2014,2,14024321,2D,24th St NW & Pennsylvania Ave NW,Sexual Orientation,,Simple Assault
2/21/2014,1155-1200,02/21/14,2014,2,14024547,2D,1500 B/O K St NW,Religion,Jewish,Damage/Defacing/Destruction of Property
2/23/2014,1700-1711,02/23/14,2014,2,14025713,4D,200 B/O Upshur St NW,Disability,,Simple Assault
2/26/2014,2019,02/26/14,2014,2,14027299,7D,1100 B/O Summer Rd SE,Sexual Orientation,,Simple Assault
3/3/2014,1700,03/03/14,2014,3,14029582,4D,4700 B/O Blagden Terrace NW,Sexual Orientation,,Sexual Abuse
3/16/2014,1601-1615,03/16/14,2014,3,14036236,4D,5900 B/O Georgia Ave NW,Sexual Orientation,,Simple Assault
3/18/2014,1920-1929,03/18/14,2014,3,14037147,7D,1400 B/O Congress Pl SE,Gender Identity/Expression,,Threats
4/11/2014,1200 - 1000,04/12/14,2014,4,14051376,4D,700 B/O Quincy St NW,Religion,Jewish,Damage/Defacing/Destruction of Property
4/14/2014,1845-1850,04/14/14,2014,4,14051643,6D,5200 B/O F St SE,Gender Identity/Expression,,ADW
4/15/2014,1455-1500,04/15/14,2014,4,14052101,5D,600 B/O Michigan Ave NE,Gender Identity/Expression,,Robbery
4/16/2014,1425-1430,04/16/14,2014,4,14052514,5D,1900 B/O 3rd St NE,Gender Identity/Expression,,ADW
4/19/2014,1900-1901,04/19/14,2014,4,14054249,3D,1700 B/O U St NW,Sexual Orientation,,Simple Assault
4/22/2014,1725,04/22/14,2014,4,14055712,2D,2400 B/O Virginia Ave NW,Homelessness,,Simple Assault
5/12/2014,1700-1910,05/13/14,2014,5,14067414,2D,1400 B/O K St NW,Religion,Jewish,Damage/Defacing/Destruction of Property
5/15/2014,0150-0153,05/15/14,2014,5,14068447,4D,3400 B/O 14th St NW,Gender Identity/Expression,,ADW
5/20/2014,1618-1620,05/20/14,2014,5,14071624,1D,700 B/O 8TH St SE,Sexual Orientation,,Simple Assault
5/23/2014,0439,05/23/14,2014,5,14073281,2D,1200 B/O 25th St NW,Race,White,Damage/Defacing/Destruction of Property
5/24/2014,1248,05/24/14,2014,5,14074002,7D,Unit B/O Forrester St SW,Sexual Orientation,,Simple Assault
5/24/2014,1520-1522,05/24/14,2014,5,14074059,3D,1300 B/O Corcoran St NW,Race,Black,Damage/Defacing/Destruction of Property
6/8/2014,1500,06/08/14,2014,6,14082778,6D,1600 B/O T St SE,Sexual Orientation,,Threats
6/10/2014,1342-1722,06/10/14,2014,6,14083820,1D,400 B/O New Jersey Ave SE,Religion,Muslim,Threats
6/16/2014,2135-2140,06/16/14,2014,6,14087553,5D,1600 B/O F St NE,Gender Identity/Expression,,ADW
6/18/2014,2335-2338,06/18/14,2014,6,14088758,4D,5000 B/O Georgia Ave NW,Race,Unspecified,ADW
6/25/2014,1458,06/25/14,2014,6,14092699,2D,1400 B/O K St NW,Religion,Muslim,Damage/Defacing/Destruction of Property
6/29/2014,0226-0233,06/29/14,2014,6,14095037,4D,3400 B/O 14th St NW,Sexual Orientation,,Threats
7/2/2014,1500-1504,07/02/14,2014,7,14096982,1D,400 B/O L St NW,Sexual Orientation,,Simple Assault
7/5/2014,0305-0309,07/05/14,2014,7,14098533,4D,3700 B/O Georgia Ave NW,Sexual Orientation,,ADW
7/8/2014,1155,07/08/14,2014,7,14100355,2D,1300 B/O New Hampshire Ave NW,Religion,Jewish,Damage/Defacing/Destruction of Property
7/14/2014,2049-2132,07/14/14,2014,7,14104172,2D,1300 B/O New Hampshire Ave NW,Religion,Jewish,Threats
7/16/2014,0509,07/16/14,2014,7,14104831,6D,63rd St NE & Eastern Ave NE,Gender Identity/Expression,,Threats
7/20/2014,1844-1845,07/20/14,2014,7,14107657,3D,900 B/O U St NW,Gender Identity/Expression,,Simple Assault
7/20/2014,1900-1910,07/20/14,2014,7,14107728,2D,H St NW & Vermont Ave NW,Ethnicity/National Origin,Black/African,Simple Assault
7/25/2014,0817,07/25/14,2014,7,14110263,7D,2200 B/O Savannah St SE,Gender Identity/Expression,,ADW
7/27/2014,0333,07/27/14,2014,7,14111571,6D,100 B/O 42nd St NE,Gender Identity/Expression,,Threats
7/28/2014,0255-0257,07/28/14,2014,7,14112064,3D,1600 B/O 17th St NW,Race,Black,Simple Assault
8/2/2014,1311,08/02/14,2014,8,14115367,4D,100 B/O Longfellow St NW,Race,Black,Simple Assault
8/2/2014,1541-1548,08/02/14,2014,8,14115423,4D,1300 B/O Missouri Ave NW,Gender Identity/Expression,,Threats
8/2/2014,1620-1627,08/02/14,2014,8,14115487,7D,Mapleview Pl SE & Martin Luther King Jr Ave SE,Gender Identity/Expression,,Robbery
8/3/2014,0420-0421,08/03/14,2014,8,14115840,3D,1900 B/O 14th St NW,Race,Black,Simple Assault
8/3/2014,1401,08/03/14,2014,8,14115986,3D,1700 B/O Columbia Rd NW,Race,Black,Simple Assault
8/11/2014,1830-1839,08/11/14,2014,8,14120697,5D,600 B/O 24th St NE,Sexual Orientation,,Simple Assault
8/11/2014,1000,08/13/14,2014,8,14121614,5D,1200 B/O Queen St NE,Ethnicity/National Origin,Asian,Damage/Defacing/Destruction of Property
8/13/2014,1935,08/13/14,2014,8,14121846,3D,100 B/O Q St NW,Gender Identity/Expression,,Simple Assault
8/15/2014,0144-0200,08/15/14,2014,8,14122597,3D,1700 B/O Euclid St NW,Sexual Orientation,,Simple Assault
8/18/2014,1848-1849,08/19/14,2014,8,14124759,2D,1500 B/O K St NW,Race,Black,Simple Assault
8/19/2014,1215-1230,08/19/14,2014,8,14125118,4D,14th ST NW & Meridian Pl NW,Sexual Orientation,,Simple Assault
9/5/2014,0840-0845,09/05/14,2014,9,14136225,4D,5900 B/O Georgia Ave NW,Sexual Orientation,,Simple Assault
9/13/2014,0034-0035,09/13/14,2014,9,14139611,2D,33rd St NW & M St NW,Sexual Orientation,,ADW
9/17/2014,1300-1510,09/17/14,2014,9,14142139,5D,1200 B/O Meigs Pl NE,Sexual Orientation,,Damage/Defacing/Destruction of Property
9/20/2014,0230-0317,09/20/14,2014,9,14143753,4D,3600 B/O 14th St NW,Gender Identity/Expression,,Simple Assault
